Año,Dia,Temperatura_minima,Temperatura_maxima,Temperatura_promedio,Humedad_relativa_maxima,Humedad_relativa_minima,Precipitacion_diaria,Presion_atmosferica,Velocidad_viento_maxima,Velocidad_viento_minima,Velocidad_viento_promedio,Direccion_viento,Radiacion_UV,Radiacion_solar_total
2020,1,11.662276020592046,28.355438835484932,25.839995438334512,83.92509191852074,60.13190986619323,0.0,1010.4163955293687,7.434331721738995,2.037093561318259,4.735712641528627,188,5.5580728433399695,214.94297802586485
2020,2,9.929423212713903,15.063628155969944,17.461237290698875,85.95471324619453,56.93580657404402,0.0,1016.413647430236,7.269081699913808,2.258995848533529,4.7640387742236685,45,4.7505564556199475,205.3939930470293
2020,3,12.459262286534614,21.533119678790392,23.22582212592981,83.1281342561963,67.02309258450903,0.0,1017.4590146199338,7.96157840663581,1.2874802873829885,4.624529347009399,242,6.022088681923205,237.53822215804064
2020,4,15.257113837247275,18.38410769084836,24.449167682671455,75.65088141430414,50.63858455047639,0.0,1017.1686361506346,9.218129928388672,4.0853295958886235,6.651729762138648,310,8.300201771686744,254.00071764830537
2020,5,10.157187863204458,22.99302080583384,21.653698266121378,91.41670791946169,62.665508798037514,0.0,1018.975829165701,10.061701953204771,1.6749931159092797,5.868347534557025,49,3.865356958398607,269.57465823772424
2020,6,10.328606103626806,21.62311657137453,21.140164389314073,95.78617240024678,66.91019284083579,0.0,1016.6356057918218,8.089038335196532,2.5581663529101974,5.323602344053365,330,6.0774925086359755,222.35695996164165
2020,7,15.939718895515702,19.237173037313053,25.558305414172228,95.05094218277767,62.76696449190915,0.0,1017.6381239909464,10.616762546911499,2.1033980390360374,6.360080292973768,10,5.40757376215705,238.77740114965135
2020,8,13.675091908591373,24.010670721183267,25.680427269183006,98.06438951170063,52.55124519352524,0.0,1016.8410599365033,7.905933994567465,1.663839985224438,4.784886989895951,47,5.1607660272473215,229.03858876725099
2020,9,10.134665048837956,29.53202474911119,24.900677423393553,93.06568338001777,77.62013460953392,0.0,1018.6057403654203,7.192585063826273,3.3352128563589636,5.263898960092618,55,5.491874030333791,153.57175778741583
2020,10,13.34061157257267,21.80578199581297,24.243502570479155,84.44629682247778,65.65846908507851,0.5,1011.9812425334185,10.95473740441526,3.2189367276367484,7.086837066026004,7,8.483649487875352,262.7738334768226
2020,11,10.492014019995054,25.70243241624139,23.34323022811575,98.1156016435885,76.23843919155138,0.0,1014.2015241944983,8.441738548328582,2.0689801810919946,5.255359364710288,13,7.100174631952785,244.60848609921948
2020,12,10.653855737975421,17.903475666544633,19.605593571247738,76.08335564118029,62.66360827825618,3.9,1021.8117439697854,11.782895531661296,2.5035212402699436,7.14320838596562,214,5.06722407725843,247.54318656099352
2020,13,12.945101944739756,19.503077187790446,22.69664053863498,80.58556000778499,57.65410952115624,0.0,1009.8379076637531,7.301208762039978,1.9639356912770065,4.6325722266584926,244,7.408876280082895,217.91095855769015
2020,14,6.646886926086108,25.469716601610763,19.38174522689149,79.87821029841491,66.79360562152681,0.0,1016.9661938705834,8.400115175251468,2.886722777073939,5.643418976162703,53,5.075794487172331,216.51193559589922
2020,15,7.378779453622771,29.766763540886664,22.262161224066105,100.0,62.85547593881016,1.1,1021.070357829986,13.459070803015983,2.135714143950358,7.79739247348317,272,2.698297015388242,236.26330243726323
2020,16,11.032718987618136,25.501825758154222,23.783631866695245,98.78664080188203,55.096975081430095,6.6,1017.4397995787158,8.294012851861442,3.6742785793210864,5.984145715591264,130,1.7505374525196151,257.53147614635515
2020,17,9.846330967802817,23.075004371116517,21.383833153361074,94.14246334173293,76.2103322987622,0.0,1016.669791114454,13.56352094314882,2.1105618343938217,7.837041388771321,8,7.443976677437027,184.70324517421392
2020,18,13.991954244348713,24.57098399153775,26.27744624011759,99.8936549918639,59.40260547165747,0.7,1018.4374772770088,14.203203680875458,1.9296777609478308,8.066440720911643,211,5.95576366628508,251.8038729384399
2020,19,10.48862439036001,19.817413989506598,20.39733138511331,80.28079210848904,49.583083871092136,0.0,1017.1533360769163,12.489251487213497,2.2764780374638836,7.3828647623386905,121,8.601236627809614,298.8452325147913
2020,20,9.138317891935259,27.480904799333167,22.878770291601843,92.45318279885322,74.85075213184123,0.0,1018.467777474212,10.033932917659302,2.224589941005335,6.129261429332319,113,7.4618593352130755,246.6883601511952
2020,21,17.933707528528377,28.834474081939213,32.35094456949798,87.60347858397677,60.107033024355324,0.0,1016.4866181122034,10.618992630582447,2.7708872931228594,6.694939961852653,19,7.289443839964991,193.6645953037583
2020,22,13.019916527447124,23.737506812027775,24.88866993346101,97.20644796475777,59.190629053506484,0.0,1022.0232686887739,12.771803417301424,2.336957042088333,7.554380229694878,338,5.946832556599796,249.79787231600906
2020,23,14.059218676499842,23.9047825026161,26.011609927807893,87.4622362952376,49.837758269329896,0.0,1023.1264288256331,11.847933820483831,3.5974868199401517,7.722710320211991,20,7.9716053975334145,266.6946473609541
2020,24,9.740635333419359,27.085832756697787,23.283551711768254,84.63638555976105,77.79189272567233,0.0,1018.6147089257249,11.003891797448812,2.480705912589424,6.7422988550191185,207,10.11098494151604,271.5058328258275
