date,T2M,T2M_MAX,T2M_MIN,SPFH,RH2M,WS10M,PRECTOT,PS,ALLSKY_SFC_UV_INDEX
2020-01-01,28.74507122951685,35.53967828354329,23.179236178725425,0.02202629576437916,79.15268928172623,0.9201936780768094,1.1212489739514262,1012.253065247157,7.246022377761177
2020-01-02,27.792603548243225,32.82254136188833,23.436968355265595,0.024559800588260725,79.87458417945618,1.5448238460895745,7.155431729236843,1008.4766608312217,10.092012053712258
2020-01-03,28.97153280715104,33.033929321300725,23.00861416028953,0.02031339953236609,86.96713742276863,1.6686474934445674,3.811922697421553,1013.1025044954959,5.977496628591744
2020-01-04,30.284544784612038,34.2747859618618,20.4962268099547,0.018997195509744276,67.63318742370322,2.033887238738104,9.778697462472483,996.3529780753813,6.625316330158249
2020-01-05,27.648769937914995,33.4197890362743,23.192587548768177,0.02453703626491708,85.04541985873715,3.287229080770471,1.0556978750343593,1010.0260263094748,5.260073719563954
2020-01-06,27.648794564576228,34.71564594104384,25.65503724727669,0.02142110235025521,91.87436304195737,3.122889680666523,0.5165121726194387,1007.7019735062127,7.186560868011506
2020-01-07,30.368819223261088,33.51682349736328,22.56795287749162,0.017981503562765556,66.73364591059592,0.9035764768675536,0.02442454213837228,1004.6837065673436,7.2794572689447214
2020-01-08,29.151152093729362,31.89761272564721,22.126307482573615,0.01626464245403571,69.21960017701001,1.0183689556473896,2.835984761792549,1007.233794990801,9.831623583243505
2020-01-09,27.295788421097573,33.650706345370985,23.448018271653677,0.023425545014651813,86.49895810106094,1.5729216487667341,25.524848222331027,1007.1314842785367,8.918784021737936
2020-01-10,28.813840065378947,30.94129282682281,23.374853852559887,0.018621816027941517,78.11844944733852,1.3722315976720219,4.749318544527833,1009.760071025747,7.620335348934
2020-01-11,27.304873460781305,33.19540747039774,24.431282198499698,0.021604697213644313,77.10645862441065,2.3443128594687868,1.474958822417225,1003.1633676935752,8.91268387174249
2020-01-12,27.301405369644616,32.940186016839974,21.490558212909335,0.01970816419365898,69.10899903632708,3.2083281432936346,8.377687410201073,1011.5813689012986,5.316700103094147
2020-01-13,28.36294340734905,32.62538965690943,23.877656303089992,0.016989297797950383,80.20310122153364,3.3868746250177604,6.087948071298562,1016.8310739260289,6.081629216110256
2020-01-14,25.130079633013302,32.76863247940992,23.708506473501757,0.02101686608620465,68.79635933589131,2.4608088576056795,0.06214086025532091,1011.4046424847392,8.761687131450529
2020-01-15,25.41262325123045,29.61267171810425,22.829424155671344,0.015606830689506824,79.29861368931621,3.01447760420326,6.7900280608234596,1014.044943046145,8.848200915351814
2020-01-16,27.15656870613854,32.01229516606627,23.40642478150603,0.019133424598711923,87.9084589688497,2.0756066006923914,1.4297109502298775,1015.4728122730689,9.644807952244562
2020-01-17,26.480753319498366,33.16712082205401,24.23534897791803,0.020466149396636713,72.7479307366149,1.1249808405801192,0.6485393758186442,1016.1824475609209,7.417998554321613
2020-01-18,28.471370998892912,33.28774150559532,24.04677845603414,0.01936046974118579,79.42358504539182,2.074065236280432,1.0264437531693815,1019.3506934641065,9.335324579696938
2020-01-19,26.637963886718182,31.150184746333274,21.628376825511527,0.02248672175250991,94.76047908190507,2.165247804312953,2.528808967261693,1007.5039900086203,9.103881995361137
2020-01-20,25.88154444799706,35.27827411355646,23.984189824106583,0.023279249545453125,85.59951270062112,2.7273726926406696,2.2126222900173405,1006.4075800741945,10.780360270219095
2020-01-21,30.19847315338233,31.440885273213897,22.922373673960976,0.02271243074033178,90.24070313915595,1.1596489691220473,1.363697406872391,1013.9173282416236,6.290781358548075
2020-01-22,27.661335549270195,34.74502296094813,23.08744891761862,0.015388129478118021,77.44542819681638,1.6049311462601952,0.756023334112417,1013.541331098287,8.310077382515837
2020-01-23,28.101292307031887,33.76894985136903,23.08783638920203,0.016941287704459723,88.03582769377566,1.5920824076436988,5.745819120627934,1013.8783764980784,8.610586652662816
2020-01-24,25.862877720679815,31.836790842281154,22.81970841344209,0.020366075092637742,66.21527518823966,3.3783187872234945,18.46483706616321,1019.4464122712512,10.991887309605325
2020-01-25,27.183425913212226,36.195559606697124,24.430048996528477,0.024348220404438015,68.68733547626735,1.8318348809801568,6.016558042375617,1010.0568495439925,6.20710485299991
2020-01-26,28.166383884564798,30.851453702838334,22.899538448180945,0.023349567750521168,71.09211778760186,2.7652819018944395,1.403549569098416,1012.1307827982309,8.139308119803754
2020-01-27,26.273509633866546,34.654477512498005,21.656544645940198,0.02342534508351802,77.05855773845659,2.752434144123317,1.1231381219916423,1005.0980587425827,7.077111846281833
2020-01-28,28.563547027518506,34.80104817247736,22.527764172836324,0.01803208193759675,90.3723463497729,1.2966325544097241,0.9818934449284875,1020.6766056198798,8.155357811473998
2020-01-29,27.099041965121792,31.79288362366204,23.21443366017257,0.019294478970787024,75.38798152363792,2.2156090681151963,0.5879492732463765,1008.3172753939544,6.392771612618636
2020-01-30,27.562459375310084,35.50643754011579,24.475057741156462,0.019707059473159375,84.63863580546388,3.1829086799559443,3.205875412851564,1008.4589203591959,5.285674270564929
2020-01-31,27.097440081655904,32.549916273721884,23.7237136219386,0.016573715833499102,86.2794288441045,1.9255931583708483,3.7195345120105703,1008.2662505449588,8.435392723386133
2020-02-01,30.778417276763406,33.51964853270374,21.979357665503546,0.015310681302444562,82.58547062265023,3.3353525220276383,4.889941241764444,1006.7755207067784,7.015125895164993
2020-02-02,27.979754162893098,33.4685793097882,25.98222790001467,0.02446902899460517,75.71725904510409,1.1433746879724849,4.56040515902203,1006.3528147557618,6.091648410490602
2020-02-03,26.413433606566148,32.758244265353014,23.317730373173575,0.017407125856635067,82.31160025140633,0.7224773173220922,1.3831282991532918,1007.3814785855524,6.943613396468202
2020-02-04,29.233817368154785,34.45945489168761,24.530468885598818,0.017399489037236312,75.26796778369238,3.174361619434248,1.6037674460992333,1003.1710203597453,5.295681208686469
2020-02-05,26.168734525043465,34.42827969699398,22.817942679707325,0.015833790537687596,67.51621215656036,3.04304359388665,4.576713768771686,1006.0734103986838,10.70265340454062
2020-02-06,28.313295392507133,29.852642448171274,23.640031093646538,0.024285077519437787,94.78411934558044,3.477769627801534,1.7197339741766076,1019.7448155572381,8.486887489839564
2020-02-07,25.060494814180338,35.34781243718067,24.007362205422087,0.02079737114939772,68.81547360897532,2.538180464337278,0.9561934071264591,1013.6782757182068,9.888612088082148
